Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
monocyte aggregation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	IL1B, CD44	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
regulation of cell differentiation involved in embryonic placenta development	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	STK4, STK3	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
fever generation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	IL1A, IL1B	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
regulation of epidermal cell division	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	SFN, TP63	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
regulation of CD40 signaling pathway	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	SHARPIN, FANCD2	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
endomitotic cell cycle	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	PLK3, CIB1	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	SMAD3, BAX	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
negative regulation of transcription involved in G1/S transition of mitotic cell cycle	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	RB1, E2F1	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
T-helper 1 cell activation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	CEBPB, HMGB1	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
defense response to bacterium	GOTERM_BP_DIRECT	9	3.040540540540541	0.044941219863502	GSDMD, CEBPB, SHARPIN, SYK, RIPK2, BCL3, CASP1, RBCK1, S100A9	294	261	19462	2.2826647900539525	1.0	0.3034054913110384	0.2812484247736839
regulation of transcription from RNA polymerase II promoter	GOTERM_BP_DIRECT	36	12.162162162162163	0.0463674913746176	PSMD10, RB1, URI1, CEBPB, KDM1A, HDAC1, TAF9, MAZ, HMGB2, FOXK2, FOXK1, HMGB1, BRCA1, AATF, HIF1A, BACH1, MTDH, E2F1, PLAGL2, E2F2, HRAS, TP63, NKX3-1, SREBF1, SMAD3, STAT1, STAT2, STAT3, INHBA, SOD2, SNW1, TFDP1, HNRNPK, IRF1, DDIT3, TP73	294	1736	19462	1.3727546318066397	1.0	0.3084205850427466	0.2858972767309787
signal transduction involved in regulation of gene expression	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0464277628879367	SMAD3, PARP1, TRAF2	294	23	19462	8.634427684117124	1.0	0.3084205850427466	0.2858972767309787
branching morphogenesis of an epithelial tube	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0464277628879367	MET, NKX3-1, PPP1CA	294	23	19462	8.634427684117124	1.0	0.3084205850427466	0.2858972767309787
negative regulation of interleukin-17 production	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0464277628879367	PRNP, TGFB1, DDIT3	294	23	19462	8.634427684117124	1.0	0.3084205850427466	0.2858972767309787
regulation of protein complex assembly	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0464277628879367	HSP90AA1, TRAF2, IKBKE	294	23	19462	8.634427684117124	1.0	0.3084205850427466	0.2858972767309787
regulation of peptidyl-tyrosine phosphorylation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0464277628879367	PRNP, TMEM102, TREM2	294	23	19462	8.634427684117124	1.0	0.3084205850427466	0.2858972767309787
endoderm development	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0464277628879367	TGFB1, SMAD3, HDAC1	294	23	19462	8.634427684117124	1.0	0.3084205850427466	0.2858972767309787
protein deubiquitination	GOTERM_BP_DIRECT	6	2.027027027027027	0.0469467638318653	USP13, USP10, USP21, ZC3H12A, TNFAIP3, OTUB1	294	130	19462	3.055259026687598	1.0	0.3111562908764958	0.2884331997067345
regulation of G1/S transition of mitotic cell cycle	GOTERM_BP_DIRECT	4	1.351351351351351	0.0477393754640579	CDKN2D, PSME3, E2F1, BID	294	54	19462	4.90350214159738	1.0	0.3149713794821822	0.2919696803949543
regulation of cyclin-dependent protein serine/threonine kinase activity	GOTERM_BP_DIRECT	4	1.351351351351351	0.0477393754640579	CDKN2D, CDC37, SFN, CDK5R1	294	54	19462	4.90350214159738	1.0	0.3149713794821822	0.2919696803949543
positive regulation of epithelial to mesenchymal transition	GOTERM_BP_DIRECT	4	1.351351351351351	0.0499511658481132	TGFB2, TGFB1, SMAD3, IL1B	294	55	19462	4.8143475572047	1.0	0.3279394121999873	0.3039906848881039
